source,Player 47,Player 114,Player 127,Player 136,Player 166,Player 299,Player 310,Player 324,Player 348,Player 383,Player 384,Player 394,Player 463,Player 473,Player 597,Player 603,Player 611,Player 621,Player 852,Player 903,Player 51,Player 79,Player 86,Player 134,Player 195,Player 213,Player 309,Player 433,Player 496,Player 513,Player 571,Player 600,Player 702,Player 752,Player 771,Player 799,Player 859,Player 920,Player 942,Player 966,Player 23,Player 107,Player 113,Player 128,Player 161,Player 170,Player 335,Player 520,Player 562,Player 606,Player 678,Player 686,Player 762,Player 819,Player 824,Player 854,Player 878,Player 959,Player 980,Player 995,Player 8,Player 11,Player 13,Player 30,Player 49,Player 58,Player 162,Player 167,Player 253,Player 339,Player 391,Player 442,Player 554,Player 570,Player 763,Player 900,Player 919,Player 921,Player 952,Player 992,Player 85,Player 185,Player 199,Player 278,Player 289,Player 380,Player 395,Player 537,Player 574,Player 585,Player 590,Player 640,Player 689,Player 751,Player 755,Player 764,Player 828,Player 884,Player 887,Player 894
Player 51,0,0.0375,0.04375,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0.04375,0,0,0,0.0375,0.04375,0.075,0,0,0,0.1,0.0375,0,0,0,0,0,0,0.06875,0.04375,0.21875,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0.04375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0
Player 79,0,0,0,0,0,0,0,0,0,0,0,0,0.005780347,0,0.040462428,0,0,0,0,0,0,0,0.028901734,0.040462428,0,0.132947977,0,0,0,0.040462428,0,0,0.040462428,0,0.034682081,0.202312139,0.080924855,0.034682081,0,0.034682081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040462428,0,0.052023121,0,0,0,0,0,0,0,0,0,0,0,0,0.034682081,0,0,0,0,0,0,0,0,0.080924855,0,0,0,0,0.034682081,0,0,0,0.040462428,0,0
Player 86,0,0,0,0,0,0,0,0,0,0.057377049,0,0,0,0,0,0,0,0,0,0,0,0.098360656,0,0.057377049,0.057377049,0.040983606,0,0,0.049180328,0.057377049,0,0,0.049180328,0,0,0,0.049180328,0.057377049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008196721,0,0,0,0,0,0.049180328,0,0.049180328,0,0,0,0,0.049180328,0,0,0,0,0,0.049180328,0,0,0,0,0.057377049,0,0,0,0.057377049,0,0,0,0.057377049,0.049180328,0,0
Player 134,0.021126761,0,0,0.021126761,0,0.021126761,0,0,0.024647887,0,0,0,0,0,0,0,0,0,0.024647887,0,0.042253521,0.049295775,0,0,0.042253521,0,0.042253521,0.021126761,0.042253521,0.024647887,0.021126761,0,0,0,0,0.021126761,0.080985915,0.024647887,0.024647887,0.021126761,0,0,0,0.024647887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021126761,0.102112676,0,0.176056338,0.021126761,0,0.021126761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042253521,0,0.021126761,0,0,0,0,0,0,0,0,0
Player 195,0,0,0,0.034090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0,0.028409091,0.034090909,0.068181818,0,0.039772727,0,0.079545454,0,0.034090909,0.039772727,0,0,0,0,0.039772727,0,0,0,0,0,0.034090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034090909,0,0,0,0.039772727,0,0,0,0,0,0,0,0,0.034090909,0,0,0.079545454,0,0,0,0.039772727,0.039772727,0.039772727,0,0,0,0,0,0,0.045454545,0.034090909,0,0,0,0,0.039772727,0,0,0.005681818,0,0
Player 213,0,0,0,0,0,0,0,0,0,0,0,0.033492823,0,0,0,0,0,0,0,0,0,0.086124402,0.057416268,0,0.057416268,0,0,0.028708134,0,0.004784689,0.028708134,0.028708134,0.014354067,0.028708134,0.138755981,0.057416268,0,0,0.033492823,0,0,0.028708134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033492823,0.004784689,0,0.105263158,0,0.028708134,0.033492823,0,0,0,0,0.033492823,0,0,0,0,0,0,0,0,0,0.033492823,0,0,0,0,0,0,0.038277512,0,0,0.028708134,0,0,0,0,0,0,0.033492823,0
Player 309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007092199,0,0.042553192,0,0,0,0,0,0.042553192,0,0.007092199,0,0.04964539,0,0.035460993,0,0.042553192,0,0,0,0,0.04964539,0,0.09929078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042553192,0,0,0,0,0,0,0.170212766,0,0,0.09929078,0,0,0,0.042553192,0.042553192,0,0,0,0.042553192,0,0,0,0,0,0,0,0.04964539,0.04964539,0,0,0,0,0,0,0,0,0,0,0.085106383,0,0,0
Player 433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112745098,0,0,0.029411765,0.058823529,0.034313726,0.034313726,0,0,0,0,0.029411765,0.058823529,0.053921569,0,0,0,0,0.034313726,0.034313726,0,0.034313726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034313726,0,0.034313726,0,0,0,0.029411765,0.088235294,0,0.058823529,0,0,0,0,0,0,0,0.034313726,0,0,0,0.034313726,0,0,0,0.034313726,0.068627451,0,0,0.034313726,0,0.034313726,0,0,0
Player 496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033519553,0,0,0,0,0,0,0,0,0.033519553,0.067039106,0,0.033519553,0,0,0.033519553,0.100558659,0.033519553,0.033519553,0,0,0,0,0,0.039106145,0,0,0,0,0.039106145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039106145,0.033519553,0,0,0,0,0,0.033519553,0.039106145,0.033519553,0,0,0,0,0.033519553,0.005586592,0.039106145,0,0.039106145,0,0,0,0,0,0,0,0.033519553,0,0,0.117318436,0,0,0.039106145,0,0.033519553,0.033519553,0,0
Player 513,0,0,0,0.004273504,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102564102,0.02991453,0,0,0.051282051,0,0,0.051282051,0,0,0.02991453,0,0,0.025641026,0.068376068,0.02991453,0.025641026,0.02991453,0,0,0,0,0,0,0.025641026,0.02991453,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0.02991453,0,0.025641026,0,0,0.02991453,0,0.025641026,0.08974359,0,0,0,0,0,0.02991453,0.02991453,0,0,0,0,0,0,0,0,0,0,0,0.02991453,0.051282051,0,0,0,0,0,0,0,0.076923077,0,0
Player 571,0,0,0.039473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039473684,0,0.039473684,0,0.092105263,0,0,0.046052632,0,0,0.006578947,0,0,0,0,0,0,0,0.046052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092105263,0.039473684,0.039473684,0,0,0,0,0.046052632,0,0,0,0.039473684,0.276315789,0,0,0,0.032894737,0,0,0,0,0,0,0,0,0,0,0,0,0.039473684,0,0,0,0.039473684,0.046052632,0,0,0,0,0
Player 600,0.064814815,0,0,0.027777778,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0.032407407,0,0,0,0.032407407,0,0.027777778,0,0.032407407,0.027777778,0,0.064814815,0,0,0,0,0.027777778,0.166666667,0.00462963,0,0,0,0.189814815,0,0,0.027777778,0,0.027777778,0,0,0,0,0,0,0,0,0,0.032407407,0,0,0,0,0,0,0.032407407,0,0,0,0,0,0.027777778,0,0.027777778,0,0.032407407,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0,0.032407407,0,0,0
Player 702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0.06060606,0.159090909,0,0.045454545,0.045454545,0.106060606,0.083333333,0,0,0.007575758,0,0,0.045454545,0.106060606,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053030303,0,0.106060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545
Player 752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0.050420168,0.050420168,0,0.058823529,0.008403361,0,0.050420168,0,0.193277311,0,0,0,0.050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050420168,0.050420168,0,0,0.058823529,0,0,0.050420168,0,0.050420168,0,0,0,0.050420168,0,0,0.050420168,0,0,0,0.008403361,0,0,0,0,0,0,0,0,0,0,0.050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Player 771,0,0.005714286,0,0.04,0,0,0,0,0,0,0,0,0.034285714,0,0,0,0,0,0,0,0.068571429,0.034285714,0,0.04,0,0.12,0.068571429,0.034285714,0.034285714,0.04,0,0.034285714,0.005714286,0,0,0.045714286,0,0.017142857,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0.034285714,0,0.034285714,0.04,0,0,0,0,0,0,0.034285714,0,0,0,0.04,0,0.034285714,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
Player 799,0,0,0,0,0,0,0,0,0.036649215,0.036649215,0,0,0.005235602,0,0,0,0,0,0,0,0.036649215,0.183246073,0.036649215,0.031413613,0.036649215,0.057591623,0,0,0,0.02617801,0,0.062827225,0,0.031413613,0.010471204,0,0,0,0.062827225,0,0.036649215,0,0,0,0,0.062827225,0,0,0,0,0,0,0,0.036649215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031413613,0.036649215,0,0,0.073298429,0,0,0,0.031413613,0,0,0,0.036649215,0
Player 859,0.035294118,0,0,0,0,0,0,0,0,0,0.041176471,0,0.035294118,0,0,0,0,0,0,0,0.082352941,0.041176471,0,0.094117647,0,0,0,0,0,0.005882353,0,0,0,0.041176471,0,0,0,0,0,0,0,0,0,0,0,0,0.035294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105882353,0,0.247058823,0,0,0,0,0,0,0,0.041176471,0,0,0,0,0,0,0.035294118,0,0,0.035294118,0,0.041176471,0,0.041176471,0,0,0,0,0,0,0,0,0,0.041176471,0
Player 920,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159663866,0,0,0,0,0.058823529,0.050420168,0,0,0,0,0,0.058823529,0,0.042016807,0.058823529,0,0,0,0.050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100840336,0,0,0,0.201680672,0,0,0,0.050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0.050420168,0,0,0,0,0,0
Player 942,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0.041666667,0,0,0,0,0,0,0.048611111,0.006944444,0.027777778,0,0,0,0,0,0.118055555,0,0,0,0,0,0,0,0.048611111,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0.006944444,0,0,0,0,0,0,0.048611111,0,0,0,0,0.194444444,0,0,0,0,0,0.097222222,0,0.041666667,0.048611111,0,0.048611111,0,0,0,0,0,0.048611111,0,0,0,0,0,0.048611111,0,0,0,0,0,0,0,0,0,0,0
Player 966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.058333333,0.058333333,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058333333,0,0,0.041666667,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0,0.116666666,0,0.058333333,0,0,0,0,0.05,0,0,0.058333333,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0
Player 23,0.048780488,0,0.048780488,0,0,0,0,0,0.048780488,0,0,0,0,0.040650406,0.008130081,0,0.056910569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056910569,0,0,0,0,0.048780488,0.048780488,0,0,0.040650406,0,0,0.056910569,0,0.048780488,0,0,0,0.056910569,0,0,0,0,0,0,0,0,0.056910569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097560976,0,0,0,0,0,0,0,0,0.056910569,0,0.008130081,0,0,0.056910569,0.056910569,0,0.056910569
