user_id,event_type,elapsedTime,eventTimeStamp,task_type,correctness
1616087255001,set_attribute_weight_vector_init,NA,2021-03-18T17:45:30.968Z,dog,NA
1616087255001,set_attribute_weight_vector_init,NA,2021-03-18T17:45:30.970Z,dog,NA
1616087255001,hover,0.031,2021-03-18T17:46:05.097Z,dog,F
1616087255001,hover,0.031,2021-03-18T17:46:09.643Z,dog,F
1616087255001,hover,0.966,2021-03-18T17:50:15.472Z,dog,T
1616087255001,hover,0.028,2021-03-18T17:50:15.504Z,dog,T
1616087255001,category_click,NA,2021-03-18T17:50:16.754Z,dog,NA
1616087255001,hover,0.095,2021-03-18T17:50:18.360Z,dog,T
1616087255001,hover,0.312,2021-03-18T17:50:18.681Z,dog,T
1616087255001,hover,0.198,2021-03-18T17:50:18.888Z,dog,T
1616087255001,drag,0.045,2021-03-18T17:50:19.360Z,dog,T
1616087255001,click,NA,2021-03-18T17:50:19.367Z,dog,T
1616087255001,drag,0.071,2021-03-18T17:50:19.519Z,dog,T
1616087255001,click,NA,2021-03-18T17:50:19.522Z,dog,T
1616087255001,hover,0.753,2021-03-18T17:50:19.674Z,dog,T
1616087255001,drag,0.047,2021-03-18T17:50:20.285Z,dog,T
1616087255001,click,NA,2021-03-18T17:50:20.288Z,dog,T
1616087255001,drag,0.076,2021-03-18T17:50:20.434Z,dog,T
1616087255001,click,NA,2021-03-18T17:50:20.436Z,dog,T
1616087255001,hover,0.894,2021-03-18T17:50:20.571Z,dog,T
1616087255001,drag,0.066,2021-03-18T17:50:22.163Z,dog,T
1616087255001,click,NA,2021-03-18T17:50:22.168Z,dog,T
1616087255001,drag,0.09,2021-03-18T17:50:22.322Z,dog,T
1616087255001,click,NA,2021-03-18T17:50:22.326Z,dog,T
1616087255001,hover,1.668,2021-03-18T17:50:22.768Z,dog,T
1616087255001,hover,0.061,2021-03-18T17:50:27.207Z,dog,F
1616087255001,hover,0.774,2021-03-18T17:50:28.933Z,dog,F
1616087255001,category_click,NA,2021-03-18T17:50:49.368Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:50:49.545Z,dog,NA
1616087255001,double_click,NA,2021-03-18T17:50:49.555Z,dog,NA
1616087255001,hover,0.217,2021-03-18T17:50:52.341Z,dog,F
1616087255001,hover,0.03,2021-03-18T17:50:52.745Z,dog,F
1616087255001,hover,0.031,2021-03-18T17:50:52.807Z,dog,NA
1616087255001,hover,0.129,2021-03-18T17:50:53.327Z,dog,NA
1616087255001,hover,1.117,2021-03-18T17:50:54.471Z,dog,NA
1616087255001,hover,0.124,2021-03-18T17:50:54.766Z,dog,NA
1616087255001,hover,0.054,2021-03-18T17:50:55.628Z,dog,NA
1616087255001,drag,0.065,2021-03-18T17:50:56.307Z,dog,NA
1616087255001,click,NA,2021-03-18T17:50:56.316Z,dog,NA
1616087255001,drag,0.076,2021-03-18T17:50:56.458Z,dog,NA
1616087255001,click,NA,2021-03-18T17:50:56.466Z,dog,NA
1616087255001,hover,1.033,2021-03-18T17:50:56.669Z,dog,NA
1616087255001,hover,0.024,2021-03-18T17:50:56.701Z,dog,F
1616087255001,hover,0.336,2021-03-18T17:50:57.044Z,dog,NA
1616087255001,hover,0.326,2021-03-18T17:50:57.403Z,dog,NA
1616087255001,drag,0.194,2021-03-18T17:50:58.066Z,dog,NA
1616087255001,click,NA,2021-03-18T17:50:58.070Z,dog,NA
1616087255001,drag,0.084,2021-03-18T17:50:58.241Z,dog,NA
1616087255001,click,NA,2021-03-18T17:50:58.245Z,dog,NA
1616087255001,hover,1.783,2021-03-18T17:50:59.217Z,dog,NA
1616087255001,hover,0.214,2021-03-18T17:50:59.526Z,dog,F
1616087255001,hover,0.06,2021-03-18T17:50:59.589Z,dog,F
1616087255001,hover,0.295,2021-03-18T17:50:59.917Z,dog,F
1616087255001,hover,0.022,2021-03-18T17:50:59.947Z,dog,F
1616087255001,hover,0.031,2021-03-18T17:51:00.039Z,dog,F
1616087255001,hover,0.023,2021-03-18T17:51:00.852Z,dog,NA
1616087255001,hover,0.221,2021-03-18T17:51:00.290Z,dog,NA
1616087255001,hover,0.078,2021-03-18T17:51:00.370Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:51:02.090Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:51:02.235Z,dog,NA
1616087255001,double_click,NA,2021-03-18T17:51:02.237Z,dog,NA
1616087255001,drag,0.08,2021-03-18T17:51:04.226Z,dog,NA
1616087255001,click,NA,2021-03-18T17:51:04.234Z,dog,NA
1616087255001,drag,0.099,2021-03-18T17:51:04.377Z,dog,NA
1616087255001,click,NA,2021-03-18T17:51:04.379Z,dog,NA
1616087255001,hover,1.453,2021-03-18T17:51:04.920Z,dog,NA
1616087255001,hover,0.486,2021-03-18T17:51:05.413Z,dog,NA
1616087255001,hover,0.156,2021-03-18T17:51:05.596Z,dog,NA
1616087255001,hover,0.03,2021-03-18T17:51:05.657Z,dog,F
1616087255001,category_click,NA,2021-03-18T17:51:06.881Z,dog,NA
1616087255001,hover,0.03,2021-03-18T17:51:07.906Z,dog,T
1616087255001,hover,0.124,2021-03-18T17:51:08.034Z,dog,NA
1616087255001,hover,0.09,2021-03-18T17:51:08.127Z,dog,NA
1616087255001,drag,0.058,2021-03-18T17:51:08.757Z,dog,NA
1616087255001,click,NA,2021-03-18T17:51:08.761Z,dog,T
1616087255001,drag,0.084,2021-03-18T17:51:08.923Z,dog,NA
1616087255001,click,NA,2021-03-18T17:51:08.926Z,dog,T
1616087255001,hover,1.051,2021-03-18T17:51:09.211Z,dog,NA
1616087255001,hover,0.091,2021-03-18T17:51:09.360Z,dog,NA
1616087255001,hover,0.428,2021-03-18T17:51:09.796Z,dog,T
1616087255001,drag,0.071,2021-03-18T17:51:10.524Z,dog,T
1616087255001,click,NA,2021-03-18T17:51:10.534Z,dog,T
1616087255001,drag,0.099,2021-03-18T17:51:10.696Z,dog,T
1616087255001,click,NA,2021-03-18T17:51:10.703Z,dog,T
1616087255001,hover,0.82,2021-03-18T17:51:10.848Z,dog,T
1616087255001,hover,0.228,2021-03-18T17:51:11.079Z,dog,NA
1616087255001,hover,0.024,2021-03-18T17:51:11.106Z,dog,F
1616087255001,hover,0.031,2021-03-18T17:51:11.200Z,dog,F
1616087255001,hover,0.187,2021-03-18T17:51:11.418Z,dog,F
1616087255001,hover,0.031,2021-03-18T17:51:11.481Z,dog,NA
1616087255001,hover,2.754,2021-03-18T17:51:14.268Z,dog,T
1616087255001,hover,0.846,2021-03-18T17:51:15.124Z,dog,NA
1616087255001,hover,0.025,2021-03-18T17:51:15.156Z,dog,NA
1616087255001,hover,0.031,2021-03-18T17:51:24.210Z,dog,F
1616087255001,hover,0.03,2021-03-18T17:51:25.379Z,dog,NA
1616087255001,hover,0.059,2021-03-18T17:51:25.441Z,dog,NA
1616087255001,hover,0.077,2021-03-18T17:51:25.521Z,dog,F
1616087255001,hover,0.03,2021-03-18T17:51:25.565Z,dog,F
1616087255001,hover,0.249,2021-03-18T17:51:25.848Z,dog,T
1616087255001,hover,1.397,2021-03-18T17:51:27.252Z,dog,NA
1616087255001,hover,2.02,2021-03-18T17:51:29.483Z,dog,T
1616087255001,hover,0.062,2021-03-18T17:51:30.413Z,dog,NA
1616087255001,hover,0.029,2021-03-18T17:51:30.445Z,dog,F
1616087255001,hover,0.095,2021-03-18T17:51:31.503Z,dog,NA
1616087255001,hover,0.03,2021-03-18T17:51:31.375Z,dog,F
1616087255001,hover,0.087,2021-03-18T17:51:31.860Z,dog,NA
1616087255001,hover,0.223,2021-03-18T17:51:32.092Z,dog,T
1616087255001,hover,0.031,2021-03-18T17:51:32.402Z,dog,F
1616087255001,set_attribute_weight_vector_select,NA,2021-03-18T17:51:55.761Z,dog,NA
1616087255001,hover,0.031,2021-03-18T17:51:58.654Z,dog,T
1616087255001,hover,0.031,2021-03-18T17:51:59.648Z,dog,T
1616087255001,hover,0.838,2021-03-18T17:52:06.632Z,dog,T
1616087255001,hover,0.018,2021-03-18T17:52:27.395Z,dog,T
1616087255001,hover,0.029,2021-03-18T17:52:27.518Z,dog,F
1616087255001,category_click,NA,2021-03-18T17:52:29.428Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:52:29.595Z,dog,NA
1616087255001,double_click,NA,2021-03-18T17:52:29.599Z,dog,NA
1616087255001,hover,0.031,2021-03-18T17:52:30.557Z,dog,F
1616087255001,hover,0.084,2021-03-18T17:52:30.650Z,dog,NA
1616087255001,drag,0.057,2021-03-18T17:52:31.385Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:31.389Z,dog,NA
1616087255001,drag,0.09,2021-03-18T17:52:31.536Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:31.539Z,dog,NA
1616087255001,hover,3.811,2021-03-18T17:52:34.713Z,dog,NA
1616087255001,hover,0.065,2021-03-18T17:52:34.783Z,dog,F
1616087255001,hover,0.063,2021-03-18T17:52:36.377Z,dog,F
1616087255001,drag,0.044,2021-03-18T17:52:37.146Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:37.150Z,dog,NA
1616087255001,drag,0.103,2021-03-18T17:52:37.312Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:37.315Z,dog,NA
1616087255001,hover,1.57,2021-03-18T17:52:37.950Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:52:39.012Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:52:39.590Z,dog,NA
1616087255001,double_click,NA,2021-03-18T17:52:39.596Z,dog,NA
1616087255001,hover,0.095,2021-03-18T17:52:40.761Z,dog,F
1616087255001,hover,0.231,2021-03-18T17:52:41.000Z,dog,NA
1616087255001,hover,0.021,2021-03-18T17:52:41.024Z,dog,F
1616087255001,drag,0.067,2021-03-18T17:52:41.260Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:41.271Z,dog,NA
1616087255001,drag,0.097,2021-03-18T17:52:41.419Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:41.421Z,dog,NA
1616087255001,hover,0.982,2021-03-18T17:52:42.008Z,dog,NA
1616087255001,hover,0.031,2021-03-18T17:52:42.510Z,dog,NA
1616087255001,drag,0.054,2021-03-18T17:52:43.332Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:43.336Z,dog,NA
1616087255001,drag,0.081,2021-03-18T17:52:43.484Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:43.492Z,dog,NA
1616087255001,hover,1.526,2021-03-18T17:52:44.067Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:52:44.978Z,dog,NA
1616087255001,drag,0.081,2021-03-18T17:52:46.681Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:46.684Z,dog,F
1616087255001,drag,0.103,2021-03-18T17:52:46.860Z,dog,NA
1616087255001,click,NA,2021-03-18T17:52:46.871Z,dog,F
1616087255001,hover,1.28,2021-03-18T17:52:47.165Z,dog,NA
1616087255001,hover,0.025,2021-03-18T17:52:47.197Z,dog,F
1616087255001,drag,0.05,2021-03-18T17:52:47.885Z,dog,F
1616087255001,click,NA,2021-03-18T17:52:47.889Z,dog,F
1616087255001,drag,0.062,2021-03-18T17:52:48.045Z,dog,F
1616087255001,click,NA,2021-03-18T17:52:48.051Z,dog,F
1616087255001,hover,0.888,2021-03-18T17:52:48.335Z,dog,F
1616087255001,drag,0.07,2021-03-18T17:52:49.770Z,dog,F
1616087255001,click,NA,2021-03-18T17:52:49.779Z,dog,F
1616087255001,drag,0.088,2021-03-18T17:52:49.925Z,dog,F
1616087255001,click,NA,2021-03-18T17:52:49.932Z,dog,F
1616087255001,hover,2.117,2021-03-18T17:52:50.934Z,dog,F
1616087255001,hover,0.061,2021-03-18T17:52:52.906Z,dog,T
1616087255001,hover,0.031,2021-03-18T17:52:56.595Z,dog,F
1616087255001,hover,0.032,2021-03-18T17:52:57.216Z,dog,NA
1616087255001,hover,1.106,2021-03-18T17:52:59.164Z,dog,T
1616087255001,hover,0.03,2021-03-18T17:53:02.069Z,dog,F
1616087255001,category_click,NA,2021-03-18T17:53:04.555Z,dog,NA
1616087255001,drag,0.067,2021-03-18T17:53:06.818Z,dog,T
1616087255001,click,NA,2021-03-18T17:53:06.823Z,dog,T
1616087255001,drag,0.082,2021-03-18T17:53:06.985Z,dog,T
1616087255001,click,NA,2021-03-18T17:53:06.995Z,dog,T
1616087255001,hover,1.603,2021-03-18T17:53:08.005Z,dog,T
1616087255001,hover,0.029,2021-03-18T17:53:08.098Z,dog,T
1616087255001,hover,0.267,2021-03-18T17:53:08.520Z,dog,T
1616087255001,hover,0.063,2021-03-18T17:53:10.837Z,dog,T
1616087255001,hover,0.031,2021-03-18T17:53:11.136Z,dog,T
1616087255001,hover,0.063,2021-03-18T17:53:11.853Z,dog,T
1616087255001,hover,0.376,2021-03-18T17:53:12.826Z,dog,T
1616087255001,drag,0.066,2021-03-18T17:53:14.277Z,dog,T
1616087255001,click,NA,2021-03-18T17:53:14.289Z,dog,T
1616087255001,drag,0.089,2021-03-18T17:53:14.432Z,dog,T
1616087255001,click,NA,2021-03-18T17:53:14.439Z,dog,T
1616087255001,hover,1.989,2021-03-18T17:53:15.048Z,dog,T
1616087255001,set_attribute_weight_vector_select,NA,2021-03-18T17:53:37.571Z,dog,NA
1616087255001,hover,2.38,2021-03-18T17:53:42.373Z,dog,F
1616087255001,hover,1.044,2021-03-18T17:53:44.819Z,dog,T
1616087255001,hover,0.556,2021-03-18T17:53:45.378Z,dog,T
1616087255001,hover,0.123,2021-03-18T17:53:45.828Z,dog,T
1616087255001,hover,1.098,2021-03-18T17:53:46.934Z,dog,T
1616087255001,hover,0.062,2021-03-18T17:53:59.650Z,dog,F
1616087255001,hover,1.788,2021-03-18T17:54:01.852Z,dog,F
1616087255001,hover,0.912,2021-03-18T17:54:06.131Z,dog,T
1616087255001,hover,0.054,2021-03-18T17:54:06.189Z,dog,T
1616087255001,hover,0.62,2021-03-18T17:54:06.839Z,dog,T
1616087255001,category_click,NA,2021-03-18T17:54:08.454Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:54:08.614Z,dog,NA
1616087255001,double_click,NA,2021-03-18T17:54:08.620Z,dog,NA
1616087255001,category_click,NA,2021-03-18T17:54:10.335Z,dog,NA
1616087255001,hover,0.185,2021-03-18T17:54:11.945Z,dog,T
1616087255001,hover,0.525,2021-03-18T17:54:12.503Z,dog,T
1616087255001,hover,0.035,2021-03-18T17:54:13.231Z,dog,T
1616087255001,hover,0.547,2021-03-18T17:54:13.805Z,dog,T
1616087255001,hover,0.05,2021-03-18T17:54:14.970Z,dog,T
1616087255001,hover,0.054,2021-03-18T17:54:15.032Z,dog,T
1616087255001,hover,0.05,2021-03-18T17:54:17.138Z,dog,T
1616087255001,hover,0.027,2021-03-18T17:54:17.170Z,dog,T
1616087255001,drag,0.068,2021-03-18T17:54:20.286Z,dog,T
1616087255001,click,NA,2021-03-18T17:54:20.289Z,dog,T
1616087255001,drag,0.106,2021-03-18T17:54:20.516Z,dog,T
1616087255001,click,NA,2021-03-18T17:54:20.520Z,dog,T
1616087255001,hover,2.137,2021-03-18T17:54:21.085Z,dog,T
1616087255001,drag,0.093,2021-03-18T17:54:21.541Z,dog,T
1616087255001,click,NA,2021-03-18T17:54:21.545Z,dog,T
1616087255001,drag,0.093,2021-03-18T17:54:21.701Z,dog,T
1616087255001,click,NA,2021-03-18T17:54:21.704Z,dog,T
1616087255001,hover,1.169,2021-03-18T17:54:22.258Z,dog,T
1616087255001,hover,0.501,2021-03-18T17:54:23.723Z,dog,T
1616087255001,hover,0.03,2021-03-18T17:54:25.674Z,dog,T
1616087255001,hover,0.061,2021-03-18T17:54:25.858Z,dog,T
1616087255001,hover,0.032,2021-03-18T17:54:26.141Z,dog,T
1616087255001,hover,0.123,2021-03-18T17:54:28.413Z,dog,T
1616087255001,hover,0.45,2021-03-18T17:54:29.018Z,dog,F
1616087255001,hover,0.031,2021-03-18T17:54:29.081Z,dog,T
1616087255001,hover,0.03,2021-03-18T17:54:29.205Z,dog,F
1616087255001,hover,1.186,2021-03-18T17:54:30.576Z,dog,F
1616087255001,hover,0.706,2021-03-18T17:54:31.471Z,dog,F
1616087255001,drag,0.021,2021-03-18T17:54:32.429Z,dog,T
1616087255001,click,NA,2021-03-18T17:54:32.433Z,dog,T
1616087255001,drag,0.078,2021-03-18T17:54:32.589Z,dog,T
1616087255001,click,NA,2021-03-18T17:54:32.598Z,dog,T
1616087255001,hover,1.562,2021-03-18T17:54:33.036Z,dog,T
1616087255001,hover,0.057,2021-03-18T17:54:33.096Z,dog,F
1616087255001,drag,0.093,2021-03-18T17:54:34.770Z,dog,F
1616087255001,click,NA,2021-03-18T17:54:34.774Z,dog,F
1616087255001,drag,0.1,2021-03-18T17:54:34.922Z,dog,F
1616087255001,click,NA,2021-03-18T17:54:34.924Z,dog,F
1616087255001,hover,1.432,2021-03-18T17:54:35.260Z,dog,F
1616087255001,drag,0.095,2021-03-18T17:54:38.211Z,dog,F
1616087255001,click,NA,2021-03-18T17:54:38.221Z,dog,F
1616087255001,drag,0.098,2021-03-18T17:54:38.366Z,dog,F
1616087255001,click,NA,2021-03-18T17:54:38.368Z,dog,F
1616087255001,hover,1.241,2021-03-18T17:54:38.593Z,dog,F
1616087255001,hover,0.06,2021-03-18T17:54:38.656Z,dog,F
1616087255001,drag,0.086,2021-03-18T17:54:40.069Z,dog,F
1616087255001,click,NA,2021-03-18T17:54:40.073Z,dog,F
1616087255001,drag,0.1,2021-03-18T17:54:40.205Z,dog,F
1616087255001,click,NA,2021-03-18T17:54:40.208Z,dog,F
1616087255001,hover,1.135,2021-03-18T17:54:40.660Z,dog,F
1616087255001,drag,0.062,2021-03-18T17:54:41.060Z,dog,T
1616087255001,click,NA,2021-03-18T17:54:41.063Z,dog,T
1616087255001,drag,0.077,2021-03-18T17:54:41.223Z,dog,T
1616087255001,click,NA,2021-03-18T17:54:41.232Z,dog,T
